2020-06-19 10:26:03:859 | [main] Events log file for victim clients.
2020-06-19 10:26:03:859 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-10-26-03_gacar-lnx-desktop_rate-10-v3-jpg-per-sec-over-60-sec
2020-06-19 10:26:03:863 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 10:26:09:167 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=3&mediaType=jpg&ratePerSec=10, SOCKS port: 9250, control port: 9251
2020-06-19 10:26:09:207 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$8A00CE9638BDB4686B91F1F0B229DB3F8C9B8415~FreeAssange,$8C25BA134D579B8AAF420E01215EB2CF06AAE907~DigiGesTor5e4 BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T08:26:09.001099
2020-06-19 10:26:09:208 | [tor_browser_worker0] [EVENT] CIRC 5 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$8A00CE9638BDB4686B91F1F0B229DB3F8C9B8415~FreeAssange,$8C25BA134D579B8AAF420E01215EB2CF06AAE907~DigiGesTor5e4 BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T08:26:09.001099
2020-06-19 10:26:09:434 | [tor_browser_worker0] [EVENT] STREAM 10 NEW 0 cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd.onion:443 SOURCE_ADDR=127.0.0.1:49250 PURPOSE=USER
2020-06-19 10:26:09:435 | [tor_browser_worker0] [EVENT] STREAM 12 NEW 0 104.238.167.111.$C5BF27560E4B007365FBA96D32F9E74614218C8E.exit:443 PURPOSE=DIR_FETCH
2020-06-19 10:26:09:435 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd NO_AUTH $C5BF27560E4B007365FBA96D32F9E74614218C8E~stoychev Dc5AsjAxxD/bvn1QsoSTfCSRpn1S0J1IicEup1ltjgg HSDIR_INDEX=70ABDDA7ADD6DF34CAC01CD319A2050B376692A051D7A174F0FA4F8098181818
2020-06-19 10:26:09:435 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$D079D6818926684C5979C18171FB18862A4A5792~beerbox,$6CFC47B46E42A9D76D47B911FB719E65308014EE~charpini BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:26:07.999214 OLD_PURPOSE=GENERAL
2020-06-19 10:26:09:435 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$D079D6818926684C5979C18171FB18862A4A5792~beerbox,$6CFC47B46E42A9D76D47B911FB719E65308014EE~charpini BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:26:07.999214 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T08:26:08.005542
2020-06-19 10:26:09:572 | [tor_browser_worker0] [EVENT] STREAM 13 NEW 0 a5qwqlz3okfixt6x2j5ejf3ohwmdmy6wlddiizrydpxck6w6lap2lrad.onion:443 SOURCE_ADDR=127.0.0.1:49252 PURPOSE=USER
2020-06-19 10:26:09:572 | [tor_browser_worker0] [EVENT] STREAM 15 NEW 0 87.98.135.13.$64E1231D87844BB5861A9D3ED4FDDF93B4A76704.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 10:26:09:572 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED a5qwqlz3okfixt6x2j5ejf3ohwmdmy6wlddiizrydpxck6w6lap2lrad NO_AUTH $64E1231D87844BB5861A9D3ED4FDDF93B4A76704~lupus sIElhrUClMuZ/S39jnzv7ZLh47r5lY9ReMFNXeBHnKA HSDIR_INDEX=EA0E3E93F0C248FB793EA9C4FE4C556067F984924F46E2AA10A53CFEF8E6D775
2020-06-19 10:26:09:573 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$B081CA58EB9BBBEBDBF7E04B630F625D2002F401~Geoff3,$675F05FDECF1DCF836ED274D65EBE919C4743B91~fiedlerRelay06 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:26:07.000927 OLD_PURPOSE=GENERAL
