2020-06-19 15:10:28:013 | [main] Events log file for victim clients.
2020-06-19 15:10:28:013 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-15-10-28_gacar-lnx-desktop_rate-7-v3-fetch-per-sec-over-60-sec
2020-06-19 15:10:28:018 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 15:10:33:385 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=3&mediaType=fetch&ratePerSec=7, SOCKS port: 9250, control port: 9251
2020-06-19 15:10:33:417 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$58F3E2956EABB81F673E2FB90E16E001DB4AC3AE~torrelaymirror,$376DC7CAD597D3A4CBB651999CFAD0E77DC9AE8C~TorOrDie4privacyNET BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T13:10:33.151227
2020-06-19 15:10:33:417 | [tor_browser_worker0] [EVENT] CIRC 5 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$58F3E2956EABB81F673E2FB90E16E001DB4AC3AE~torrelaymirror,$376DC7CAD597D3A4CBB651999CFAD0E77DC9AE8C~TorOrDie4privacyNET BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T13:10:33.151227
2020-06-19 15:10:33:605 | [tor_browser_worker0] [EVENT] STREAM 10 NEW 0 cflarejlah424meosswvaeqzb54rtdetr4xva6mq2bm2hfcx5isaglid.onion:443 SOURCE_ADDR=127.0.0.1:38956 PURPOSE=USER
2020-06-19 15:10:33:606 | [tor_browser_worker0] [EVENT] STREAM 12 NEW 0 185.220.100.248.$135F2A8B32F583845F2B0E133EFD84C25026761B.exit:9100 PURPOSE=DIR_FETCH
2020-06-19 15:10:33:606 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED cflarejlah424meosswvaeqzb54rtdetr4xva6mq2bm2hfcx5isaglid NO_AUTH $135F2A8B32F583845F2B0E133EFD84C25026761B~niftyjubilex yyaKyvamU7JgG38/qDtUaSp1n2vm402Rg5toNT9YRTo HSDIR_INDEX=C574D2B7D9D65A914E6E63CE97E0BAEC8AF8852292D0FAF02BC4224DDCE77B45
2020-06-19 15:10:33:606 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0B19BBFDC498CCEA23027B1D7BD8E20121B95E60~StarAppsMR01,$18671DE5092C67883BFB2450C3267B92618BEC66~TorOrDie4privacyNET BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:10:32.153903 OLD_PURPOSE=GENERAL
2020-06-19 15:10:33:606 | [tor_browser_worker0] [EVENT] CIRC_MINOR 4 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0B19BBFDC498CCEA23027B1D7BD8E20121B95E60~StarAppsMR01,$18671DE5092C67883BFB2450C3267B92618BEC66~TorOrDie4privacyNET BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:10:32.153903 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T13:10:32.158341
2020-06-19 15:10:33:743 | [tor_browser_worker0] [EVENT] CIRC 4 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0B19BBFDC498CCEA23027B1D7BD8E20121B95E60~StarAppsMR01,$18671DE5092C67883BFB2450C3267B92618BEC66~TorOrDie4privacyNET,$135F2A8B32F583845F2B0E133EFD84C25026761B~niftyjubilex BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:10:32.153903
2020-06-19 15:10:33:744 | [tor_browser_worker0] [EVENT] CIRC 4 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0B19BBFDC498CCEA23027B1D7BD8E20121B95E60~StarAppsMR01,$18671DE5092C67883BFB2450C3267B92618BEC66~TorOrDie4privacyNET,$135F2A8B32F583845F2B0E133EFD84C25026761B~niftyjubilex BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:10:32.153903
2020-06-19 15:10:33:745 | [tor_browser_worker0] [EVENT] STREAM 12 SENTCONNECT 4 185.220.100.248.$135F2A8B32F583845F2B0E133EFD84C25026761B.exit:9100
2020-06-19 15:10:33:781 | [tor_browser_worker0] [EVENT] STREAM 13 NEW 0 pow42gxftlln5seufd5brwgammkzcgv3tokrsibbkpf5hpwsqsufkpyd.onion:443 SOURCE_ADDR=127.0.0.1:38958 PURPOSE=USER
2020-06-19 15:10:33:782 | [tor_browser_worker0] [EVENT] STREAM 15 NEW 0 51.77.111.67.$66DFC51E724E38DDCB3AB67DDF4C0BB0F1F49C0B.exit:443 PURPOSE=DIR_FETCH
2020-06-19 15:10:33:782 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED pow42gxftlln5seufd5brwgammkzcgv3tokrsibbkpf5hpwsqsufkpyd NO_AUTH $66DFC51E724E38DDCB3AB67DDF4C0BB0F1F49C0B~Seccom04 Lpdhx7edE3lV8i+R275X/+Nnu6JM9L5EoxUSy1Kn9aA HSDIR_INDEX=25197CD05390D7752248B6277517B08EEFC3B9A68FDF0BD84B8FA2EE781BA14A
2020-06-19 15:10:33:782 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$D52A160303C638D9FB03463F8A6B7934D5787F4C~Waldmeister1,$EEFFC0D532AB63BB3E9CAEADA822971F6D3AE8D6~stateiscriminalorg BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:10:31.153380 OLD_PURPOSE=GENERAL
