2020-06-19 13:36:06:522 | [main] Events log file for victim clients.
2020-06-19 13:36:06:522 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-13-36-06_gacar-lnx-desktop_rate-2-v3-iframe-per-sec-over-60-sec
2020-06-19 13:36:06:527 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 13:36:11:739 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=3&mediaType=iframe&ratePerSec=2, SOCKS port: 9250, control port: 9251
2020-06-19 13:36:11:821 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0085057C17BD2E1809E284825F06F94E72FB418C~Relay5000,$4D0DF468DC816F8096702C2DA2C6FD67561F81C8~artikel5ev8 BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T11:36:11.663878
2020-06-19 13:36:11:821 | [tor_browser_worker0] [EVENT] CIRC 5 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0085057C17BD2E1809E284825F06F94E72FB418C~Relay5000,$4D0DF468DC816F8096702C2DA2C6FD67561F81C8~artikel5ev8 BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T11:36:11.663878
2020-06-19 13:36:11:822 | [tor_browser_worker0] [EVENT] STREAM 11 SUCCEEDED 4 173.212.237.16.$883F49ECDF48809308C0E5409E5A264B94050140.exit:9001
2020-06-19 13:36:11:862 | [tor_browser_worker0] [EVENT] STREAM_BW 11 97 0 2020-06-19T11:36:11.861399
2020-06-19 13:36:11:863 | [tor_browser_worker0] [EVENT] STREAM 11 CLOSED 4 173.212.237.16.$883F49ECDF48809308C0E5409E5A264B94050140.exit:9001 REASON=END REMOTE_REASON=DONE
2020-06-19 13:36:11:867 | [tor_browser_worker0] [EVENT] HS_DESC RECEIVED cflaresuje2rb7w2u3w43pn4luxdi6o7oatv6r2zrfb5xvsugj35d2qd NO_AUTH $883F49ECDF48809308C0E5409E5A264B94050140~Aluhut BWi/1ZprpExqjsppEaS/pK5WUTPrzO6cXYDbngUouI8
2020-06-19 13:36:11:915 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0CC18E42E5ECADFE76862CE2EB7189EFA17A11FD~LunarMerlin,$AF2D21CFF2E910F55D2B7DCE1382C1FB5B22D0E5~Access BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_REND HS_STATE=HSCR_CONNECTING TIME_CREATED=2020-06-19T11:36:09.665884 OLD_PURPOSE=GENERAL
