2020-06-19 10:49:37:983 | [main] Events log file for victim clients.
2020-06-19 10:49:37:983 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-10-49-37_gacar-lnx-desktop_rate-3-v3-css-per-sec-over-60-sec
2020-06-19 10:49:37:987 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 10:49:43:165 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=3&mediaType=css&ratePerSec=3, SOCKS port: 9250, control port: 9251
2020-06-19 10:49:43:248 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$39F096961ED2576975C866D450373A9913AFDC92~shhovh BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T08:49:43.117213
2020-06-19 10:49:43:373 | [tor_browser_worker0] [EVENT] CIRC 4 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$D2A609578BBE69A4CD7C1DEC104B3CD704023534~BiochemistryClothi,$E6C04728E9339DF22F331B7017D4A7AA3F252F0B~malekalcom,$567E9785458C605E59202755C74898E3C96FB1CC~Berkeley1 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:49:42.115700
2020-06-19 10:49:43:373 | [tor_browser_worker0] [EVENT] CIRC 4 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$D2A609578BBE69A4CD7C1DEC104B3CD704023534~BiochemistryClothi,$E6C04728E9339DF22F331B7017D4A7AA3F252F0B~malekalcom,$567E9785458C605E59202755C74898E3C96FB1CC~Berkeley1 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:49:42.115700
2020-06-19 10:49:43:373 | [tor_browser_worker0] [EVENT] STREAM 11 SENTCONNECT 4 135.180.99.44.$567E9785458C605E59202755C74898E3C96FB1CC.exit:443
2020-06-19 10:49:43:486 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$39F096961ED2576975C866D450373A9913AFDC92~shhovh,$B94B939EEEF1ECFA5FF4F3EEA709B60D79FE351C~Coronaexit BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T08:49:43.117213
2020-06-19 10:49:43:486 | [tor_browser_worker0] [EVENT] CIRC 5 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$39F096961ED2576975C866D450373A9913AFDC92~shhovh,$B94B939EEEF1ECFA5FF4F3EEA709B60D79FE351C~Coronaexit BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T08:49:43.117213
2020-06-19 10:49:43:578 | [tor_browser_worker0] [EVENT] STREAM 11 SUCCEEDED 4 135.180.99.44.$567E9785458C605E59202755C74898E3C96FB1CC.exit:443
2020-06-19 10:49:43:754 | [tor_browser_worker0] [EVENT] STREAM 13 NEW 0 5gxuf44gkxkcw37pwenep5gvzpz23qaaqoth5xzdmq3edobvznr6wyqd.onion:443 SOURCE_ADDR=127.0.0.1:56654 PURPOSE=USER
2020-06-19 10:49:43:754 | [tor_browser_worker0] [EVENT] STREAM 15 NEW 0 206.192.252.123.$AB3227DB470B17883D24D830EA84EBFBDC7D5815.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 10:49:43:754 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED 5gxuf44gkxkcw37pwenep5gvzpz23qaaqoth5xzdmq3edobvznr6wyqd NO_AUTH $AB3227DB470B17883D24D830EA84EBFBDC7D5815~luxurywood T8bLVeiAIxSeBfhG8vd5r8F6Bc/4v40mf8xjIs6BIE4 HSDIR_INDEX=DFD7D20BCE9BF1CB3AD3027A455948408F82DF8C0963D80A1087B19930395654
2020-06-19 10:49:43:754 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$BA39D0333CF0F2026F58D8A493168F92A016CAA1~Salator,$088A6237EED87EDEB0E1E3AD0A4A419F963F0787~Unnamed BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:49:41.117464 OLD_PURPOSE=GENERAL
2020-06-19 10:49:43:754 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$BA39D0333CF0F2026F58D8A493168F92A016CAA1~Salator,$088A6237EED87EDEB0E1E3AD0A4A419F963F0787~Unnamed BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:49:41.117464 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T08:49:41.121213
2020-06-19 10:49:43:795 | [tor_browser_worker0] [EVENT] STREAM_BW 11 95 0 2020-06-19T08:49:43.759417
2020-06-19 10:49:43:795 | [tor_browser_worker0] [EVENT] STREAM 11 CLOSED 4 135.180.99.44.$567E9785458C605E59202755C74898E3C96FB1CC.exit:443 REASON=END REMOTE_REASON=DONE
2020-06-19 10:49:43:795 | [tor_browser_worker0] [EVENT] HS_DESC RECEIVED cflareub6dtu7nvs3kqmoigcjdwap2azrkx5zohb2yk7gqjkwoyotwqd NO_AUTH $567E9785458C605E59202755C74898E3C96FB1CC~Berkeley1 RVneTtt57HgbuDH1tmaCOozIPESHP6cAUQ1dBLTkuvc
2020-06-19 10:49:43:797 | [tor_browser_worker0] [EVENT] CIRC 6 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_REND HS_STATE=HSCR_CONNECTING TIME_CREATED=2020-06-19T08:49:43.760351
2020-06-19 10:49:43:797 | [tor_browser_worker0] [EVENT] CIRC 7 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_INTRO HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T08:49:43.763412
