2020-06-19 09:49:58:392 | [main] Events log file for victim clients.
2020-06-19 09:49:58:392 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-09-49-58_gacar-lnx-desktop_rate-3-v2-jpg-per-sec-over-60-sec
2020-06-19 09:49:58:397 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 09:50:03:565 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=2&mediaType=jpg&ratePerSec=3, SOCKS port: 9250, control port: 9251
2020-06-19 09:50:03:622 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$355140498339A8FEBBA1453E93A3FAE8F7973968~holdspot BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T07:50:03.534524
2020-06-19 09:50:03:651 | [tor_browser_worker0] [EVENT] CIRC 4 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$FD2F9B881AC640100C428DF47DC9A863DC2F2536~nova,$3C4B5F67E092261DD87626CCA76C7402A4A1CCC3~Schlawiner,$901CBA6FF3B90618D3FFEFF040353C267F690DF8~freep3p3 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T07:50:02.531405
2020-06-19 09:50:03:651 | [tor_browser_worker0] [EVENT] CIRC 4 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$FD2F9B881AC640100C428DF47DC9A863DC2F2536~nova,$3C4B5F67E092261DD87626CCA76C7402A4A1CCC3~Schlawiner,$901CBA6FF3B90618D3FFEFF040353C267F690DF8~freep3p3 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T07:50:02.531405
2020-06-19 09:50:03:651 | [tor_browser_worker0] [EVENT] STREAM 11 SENTCONNECT 4 94.23.222.72.$901CBA6FF3B90618D3FFEFF040353C267F690DF8.exit:8080
2020-06-19 09:50:03:759 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$355140498339A8FEBBA1453E93A3FAE8F7973968~holdspot,$26DA2291A9A1C0D51E032320CF3B2C79273512EE~Unnamed BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T07:50:03.534524
2020-06-19 09:50:03:759 | [tor_browser_worker0] [EVENT] CIRC 5 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$355140498339A8FEBBA1453E93A3FAE8F7973968~holdspot,$26DA2291A9A1C0D51E032320CF3B2C79273512EE~Unnamed BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T07:50:03.534524
2020-06-19 09:50:03:772 | [tor_browser_worker0] [EVENT] STREAM 11 SUCCEEDED 4 94.23.222.72.$901CBA6FF3B90618D3FFEFF040353C267F690DF8.exit:8080
