2020-06-19 15:04:55:008 | [main] Events log file for victim clients.
2020-06-19 15:04:55:008 | [main] Will use the output directory: /home/gacar/dev/tor-dos-attack/experiments/2020-06-19-15-04-55_gacar-lnx-desktop_rate-7-v2-fetch-per-sec-over-60-sec
2020-06-19 15:04:55:013 | [tshark_capture] Launching PCAP capture for 70 seconds...
2020-06-19 15:05:00:258 | [tor_browser_worker0] Tor Browser will load the attack page: file:///home/gacar/dev/tor-dos-attack/src/guard-discovery/adv_website.html?autoStart=true&onionVer=2&mediaType=fetch&ratePerSec=7, SOCKS port: 9250, control port: 9251
2020-06-19 15:05:00:329 | [tor_browser_worker0] [EVENT] CIRC 5 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$E3F98C86C9E01138DD8EA06B1E660A0CDB4B2782~Finisterre,$67C5536BFF7C8041FB79D435D04C1BA9BD249B5D~Unnamed BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T13:05:00.150634
2020-06-19 15:05:00:330 | [tor_browser_worker0] [EVENT] CIRC 5 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$E3F98C86C9E01138DD8EA06B1E660A0CDB4B2782~Finisterre,$67C5536BFF7C8041FB79D435D04C1BA9BD249B5D~Unnamed BUILD_FLAGS=NEED_CAPACITY PURPOSE=GENERAL TIME_CREATED=2020-06-19T13:05:00.150634
2020-06-19 15:05:00:372 | [tor_browser_worker0] [EVENT] CIRC 4 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$94890F37CE0CD5D020773CA7A0E397AA592E5AF3~PrivacyNow05,$8FD3BAF5E14EBE1124D6253D59882AFE1C2B9B8E~TOR2DFN02a,$F29B0F1A91B55CCB7F6CDCA2A1D18C63571F766B~t4cc0reTor3 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:04:59.154391
2020-06-19 15:05:00:372 | [tor_browser_worker0] [EVENT] CIRC 4 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$94890F37CE0CD5D020773CA7A0E397AA592E5AF3~PrivacyNow05,$8FD3BAF5E14EBE1124D6253D59882AFE1C2B9B8E~TOR2DFN02a,$F29B0F1A91B55CCB7F6CDCA2A1D18C63571F766B~t4cc0reTor3 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:04:59.154391
2020-06-19 15:05:00:372 | [tor_browser_worker0] [EVENT] STREAM 11 SENTCONNECT 4 51.15.44.157.$F29B0F1A91B55CCB7F6CDCA2A1D18C63571F766B.exit:9001
2020-06-19 15:05:00:566 | [tor_browser_worker0] [EVENT] STREAM 11 SUCCEEDED 4 51.15.44.157.$F29B0F1A91B55CCB7F6CDCA2A1D18C63571F766B.exit:9001
2020-06-19 15:05:00:644 | [tor_browser_worker0] [EVENT] STREAM_BW 11 95 0 2020-06-19T13:05:00.638081
2020-06-19 15:05:00:644 | [tor_browser_worker0] [EVENT] STREAM 11 CLOSED 4 51.15.44.157.$F29B0F1A91B55CCB7F6CDCA2A1D18C63571F766B.exit:9001 REASON=END REMOTE_REASON=DONE
2020-06-19 15:05:00:662 | [tor_browser_worker0] [EVENT] HS_DESC RECEIVED cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd NO_AUTH $F29B0F1A91B55CCB7F6CDCA2A1D18C63571F766B~t4cc0reTor3 CyJGMY9cI/+lwyBnFElrsvZVQ7e7GyVSTqfcrI6Ebj0
2020-06-19 15:05:00:705 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$E00DFD54DC165D5452FBD3530D30186DAD016A0C~despacitor,$6A365870758A1E3E7A9EE0E82BCC0D6226A9EAAA~magritte BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_REND HS_STATE=HSCR_CONNECTING TIME_CREATED=2020-06-19T13:04:58.152593 OLD_PURPOSE=GENERAL
2020-06-19 15:05:00:706 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 CANNIBALIZED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$E00DFD54DC165D5452FBD3530D30186DAD016A0C~despacitor,$6A365870758A1E3E7A9EE0E82BCC0D6226A9EAAA~magritte BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_REND HS_STATE=HSCR_CONNECTING TIME_CREATED=2020-06-19T13:04:58.152593 OLD_PURPOSE=GENERAL OLD_TIME_CREATED=2020-06-19T13:04:58.156259
2020-06-19 15:05:00:706 | [tor_browser_worker0] [EVENT] CIRC 3 BUILT $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$E00DFD54DC165D5452FBD3530D30186DAD016A0C~despacitor,$6A365870758A1E3E7A9EE0E82BCC0D6226A9EAAA~magritte BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_REND HS_STATE=HSCR_CONNECTING REND_QUERY=cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd TIME_CREATED=2020-06-19T13:04:58.152593
2020-06-19 15:05:00:707 | [tor_browser_worker0] [EVENT] CIRC 6 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_INTRO HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:05:00.643806
2020-06-19 15:05:00:707 | [tor_browser_worker0] [EVENT] STREAM 13 NEW 0 w3e6dju2m76diimo.onion:443 SOURCE_ADDR=127.0.0.1:35168 PURPOSE=USER
2020-06-19 15:05:00:707 | [tor_browser_worker0] [EVENT] STREAM 15 NEW 0 2.201.174.45.$5AEAA32FE69683F8B1271E4A331F16A21BF808B7.exit:9001 PURPOSE=DIR_FETCH
2020-06-19 15:05:00:707 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED w3e6dju2m76diimo NO_AUTH $5AEAA32FE69683F8B1271E4A331F16A21BF808B7~Unnamed ljxf2q5r3ut6tgr4bdicgxjliigpnl66
2020-06-19 15:05:00:708 | [tor_browser_worker0] [EVENT] CIRC 7 LAUNCHED BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:05:00.662573
2020-06-19 15:05:00:708 | [tor_browser_worker0] [EVENT] CIRC 6 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_INTRO HS_STATE=HSCI_CONNECTING REND_QUERY=cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd TIME_CREATED=2020-06-19T13:05:00.643806 SOCKS_USERNAME="--unknown--" SOCKS_PASSWORD="0a424aebe9344af5f4e482ea46e021ed"
2020-06-19 15:05:00:708 | [tor_browser_worker0] [EVENT] CIRC 7 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:05:00.662573
2020-06-19 15:05:00:747 | [tor_browser_worker0] [EVENT] CIRC 7 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$8B0D8D35EC9BE90675E1D054DD7F52F555C80085~Unnamed BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:05:00.662573
2020-06-19 15:05:00:748 | [tor_browser_worker0] [EVENT] CIRC 6 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$0085057C17BD2E1809E284825F06F94E72FB418C~Relay5000 BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_INTRO HS_STATE=HSCI_CONNECTING REND_QUERY=cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd TIME_CREATED=2020-06-19T13:05:00.643806 SOCKS_USERNAME="--unknown--" SOCKS_PASSWORD="0a424aebe9344af5f4e482ea46e021ed"
2020-06-19 15:05:00:787 | [tor_browser_worker0] [EVENT] CIRC_MINOR 3 PURPOSE_CHANGED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$E00DFD54DC165D5452FBD3530D30186DAD016A0C~despacitor,$6A365870758A1E3E7A9EE0E82BCC0D6226A9EAAA~magritte BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY,NEED_UPTIME PURPOSE=HS_CLIENT_REND HS_STATE=HSCR_ESTABLISHED_IDLE REND_QUERY=cflare2nge4h4yqr3574crrd7k66lil3torzbisz6uciyuzqc2h2ykyd TIME_CREATED=2020-06-19T13:04:58.152593 SOCKS_USERNAME="--unknown--" SOCKS_PASSWORD="0a424aebe9344af5f4e482ea46e021ed" OLD_PURPOSE=HS_CLIENT_REND OLD_HS_STATE=HSCR_CONNECTING
2020-06-19 15:05:00:833 | [tor_browser_worker0] [EVENT] CIRC 7 EXTENDED $ACC874AD6D4D3AC308CB6C044620A159A1123196~kulcosictor,$8B0D8D35EC9BE90675E1D054DD7F52F555C80085~Unnamed,$288C100FFA656938C23F32207CAF0DA932ECD247~investigator BUILD_FLAGS=IS_INTERNAL,NEED_CAPACITY PURPOSE=HS_CLIENT_HSDIR HS_STATE=HSCI_CONNECTING TIME_CREATED=2020-06-19T13:05:00.662573
2020-06-19 15:05:00:885 | [tor_browser_worker0] [EVENT] STREAM 16 NEW 0 c6xvzvgegpptxeef.onion:443 SOURCE_ADDR=127.0.0.1:35170 PURPOSE=USER
2020-06-19 15:05:00:885 | [tor_browser_worker0] [EVENT] STREAM 18 NEW 0 91.223.82.154.$BFA905EA10DFD54A38A0C119FAE00182DE4C173B.exit:443 PURPOSE=DIR_FETCH
2020-06-19 15:05:00:886 | [tor_browser_worker0] [EVENT] HS_DESC REQUESTED c6xvzvgegpptxeef NO_AUTH $BFA905EA10DFD54A38A0C119FAE00182DE4C173B~stalag x6igdnueasif5q4njbmkukzuirhsrh5v
